size,array_type,algorithm,threshold,repeats,time_ms
37100,almost_sorted,merge_insertion,20,5,7.07888
37100,almost_sorted,merge_insertion,30,5,5.25194
37100,almost_sorted,merge_insertion,50,5,4.42936
37200,random,merge,0,5,15.6976
37200,random,merge_insertion,5,5,15.3263
37200,random,merge_insertion,10,5,15.1083
37200,random,merge_insertion,15,5,14.2454
37200,random,merge_insertion,20,5,15.5148
37200,random,merge_insertion,30,5,16.1718
37200,random,merge_insertion,50,5,17.0045
37200,reversed,merge,0,5,11.4049
37200,reversed,merge_insertion,5,5,8.66798
37200,reversed,merge_insertion,10,5,8.79274
37200,reversed,merge_insertion,15,5,7.8802
37200,reversed,merge_insertion,20,5,10.077
37200,reversed,merge_insertion,30,5,8.83652
37200,reversed,merge_insertion,50,5,10.2528
37200,almost_sorted,merge,0,5,8.73576
37200,almost_sorted,merge_insertion,5,5,7.32026
37200,almost_sorted,merge_insertion,10,5,10.6182
37200,almost_sorted,merge_insertion,15,5,9.23718
37200,almost_sorted,merge_insertion,20,5,10.123
37200,almost_sorted,merge_insertion,30,5,8.7312
37200,almost_sorted,merge_insertion,50,5,8.84956
37300,random,merge,0,5,15.2581
37300,random,merge_insertion,5,5,13.8403
37300,random,merge_insertion,10,5,12.9749
37300,random,merge_insertion,15,5,12.9246
37300,random,merge_insertion,20,5,13.1563
37300,random,merge_insertion,30,5,15.9389
37300,random,merge_insertion,50,5,14.3597
37300,reversed,merge,0,5,12.9374
37300,reversed,merge_insertion,5,5,9.5524
37300,reversed,merge_insertion,10,5,8.28236
37300,reversed,merge_insertion,15,5,8.42434
37300,reversed,merge_insertion,20,5,9.30036
37300,reversed,merge_insertion,30,5,8.26904
37300,reversed,merge_insertion,50,5,10.2248
37300,almost_sorted,merge,0,5,10.5411
37300,almost_sorted,merge_insertion,5,5,6.6496
37300,almost_sorted,merge_insertion,10,5,8.59318
37300,almost_sorted,merge_insertion,15,5,9.01382
37300,almost_sorted,merge_insertion,20,5,8.65094
37300,almost_sorted,merge_insertion,30,5,9.32458
37300,almost_sorted,merge_insertion,50,5,8.14106
37400,random,merge,0,5,17.2692
37400,random,merge_insertion,5,5,15.342
37400,random,merge_insertion,10,5,14.9548
37400,random,merge_insertion,15,5,16.1548
37400,random,merge_insertion,20,5,14.9858
37400,random,merge_insertion,30,5,14.9236
37400,random,merge_insertion,50,5,13.0835
37400,reversed,merge,0,5,9.01282
37400,reversed,merge_insertion,5,5,10.2689
37400,reversed,merge_insertion,10,5,9.63082
37400,reversed,merge_insertion,15,5,8.5702
37400,reversed,merge_insertion,20,5,9.99818
37400,reversed,merge_insertion,30,5,9.22398
37400,reversed,merge_insertion,50,5,12.774
37400,almost_sorted,merge,0,5,10.8456
37400,almost_sorted,merge_insertion,5,5,9.04534
37400,almost_sorted,merge_insertion,10,5,9.5693
37400,almost_sorted,merge_insertion,15,5,9.39452
37400,almost_sorted,merge_insertion,20,5,9.70176
37400,almost_sorted,merge_insertion,30,5,8.24684
37400,almost_sorted,merge_insertion,50,5,8.28856
37500,random,merge,0,5,18.3362
37500,random,merge_insertion,5,5,17.0663
37500,random,merge_insertion,10,5,15.54
37500,random,merge_insertion,15,5,15.4065
37500,random,merge_insertion,20,5,15.2071
37500,random,merge_insertion,30,5,14.2107
37500,random,merge_insertion,50,5,16.3817
37500,reversed,merge,0,5,11.9107
37500,reversed,merge_insertion,5,5,8.88804
37500,reversed,merge_insertion,10,5,9.8618
37500,reversed,merge_insertion,15,5,9.70756
37500,reversed,merge_insertion,20,5,10.9164
37500,reversed,merge_insertion,30,5,10.3718
37500,reversed,merge_insertion,50,5,12.7995
37500,almost_sorted,merge,0,5,11.7113
37500,almost_sorted,merge_insertion,5,5,10.0971
37500,almost_sorted,merge_insertion,10,5,9.64668
37500,almost_sorted,merge_insertion,15,5,9.6776
37500,almost_sorted,merge_insertion,20,5,9.08434
37500,almost_sorted,merge_insertion,30,5,9.15042
37500,almost_sorted,merge_insertion,50,5,8.39938
37600,random,merge,0,5,18.216
37600,random,merge_insertion,5,5,15.98
37600,random,merge_insertion,10,5,13.6975
37600,random,merge_insertion,15,5,14.7271
37600,random,merge_insertion,20,5,14.8924
37600,random,merge_insertion,30,5,14.5081
37600,random,merge_insertion,50,5,15.2116
37600,reversed,merge,0,5,10.4868
37600,reversed,merge_insertion,5,5,9.56738
37600,reversed,merge_insertion,10,5,8.72532
37600,reversed,merge_insertion,15,5,9.11712
37600,reversed,merge_insertion,20,5,8.77428
37600,reversed,merge_insertion,30,5,10.4181
37600,reversed,merge_insertion,50,5,12.709
37600,almost_sorted,merge,0,5,12.2134
37600,almost_sorted,merge_insertion,5,5,10.636
37600,almost_sorted,merge_insertion,10,5,9.4825
37600,almost_sorted,merge_insertion,15,5,10.2394
37600,almost_sorted,merge_insertion,20,5,9.31326
37600,almost_sorted,merge_insertion,30,5,8.4589
37600,almost_sorted,merge_insertion,50,5,8.12632
37700,random,merge,0,5,18.5966
37700,random,merge_insertion,5,5,16.9503
37700,random,merge_insertion,10,5,15.9276
37700,random,merge_insertion,15,5,13.6383
37700,random,merge_insertion,20,5,14.2433
37700,random,merge_insertion,30,5,15.4547
37700,random,merge_insertion,50,5,16.5154
37700,reversed,merge,0,5,10.3008
37700,reversed,merge_insertion,5,5,10.0805
37700,reversed,merge_insertion,10,5,9.43252
37700,reversed,merge_insertion,15,5,9.87304
37700,reversed,merge_insertion,20,5,10.5561
37700,reversed,merge_insertion,30,5,10.7636
37700,reversed,merge_insertion,50,5,13.4658
37700,almost_sorted,merge,0,5,11.8206
37700,almost_sorted,merge_insertion,5,5,10.7474
37700,almost_sorted,merge_insertion,10,5,9.82826
37700,almost_sorted,merge_insertion,15,5,9.18506
37700,almost_sorted,merge_insertion,20,5,11.889
37700,almost_sorted,merge_insertion,30,5,9.5775
37700,almost_sorted,merge_insertion,50,5,8.78982
37800,random,merge,0,5,19.0331
37800,random,merge_insertion,5,5,16.8859
37800,random,merge_insertion,10,5,17.2948
37800,random,merge_insertion,15,5,16.1408
37800,random,merge_insertion,20,5,16.6707
37800,random,merge_insertion,30,5,16.7948
37800,random,merge_insertion,50,5,17.4676
37800,reversed,merge,0,5,11.2332
37800,reversed,merge_insertion,5,5,10.5322
37800,reversed,merge_insertion,10,5,10.0579
37800,reversed,merge_insertion,15,5,10.1489
37800,reversed,merge_insertion,20,5,10.5032
37800,reversed,merge_insertion,30,5,10.4107
37800,reversed,merge_insertion,50,5,13.3049
37800,almost_sorted,merge,0,5,12.8297
37800,almost_sorted,merge_insertion,5,5,11.0132
37800,almost_sorted,merge_insertion,10,5,10.5123
37800,almost_sorted,merge_insertion,15,5,9.89286
37800,almost_sorted,merge_insertion,20,5,9.78336
37800,almost_sorted,merge_insertion,30,5,9.60422
37800,almost_sorted,merge_insertion,50,5,8.70094
37900,random,merge,0,5,19.4901
37900,random,merge_insertion,5,5,16.9563
37900,random,merge_insertion,10,5,17.2259
37900,random,merge_insertion,15,5,16.106
37900,random,merge_insertion,20,5,16.5941
37900,random,merge_insertion,30,5,16.69
37900,random,merge_insertion,50,5,17.5001
37900,reversed,merge,0,5,12.3245
37900,reversed,merge_insertion,5,5,10.3793
37900,reversed,merge_insertion,10,5,9.61198
37900,reversed,merge_insertion,15,5,10.2896
37900,reversed,merge_insertion,20,5,10.7158
37900,reversed,merge_insertion,30,5,11.2574
37900,reversed,merge_insertion,50,5,13.6636
37900,almost_sorted,merge,0,5,12.7715
37900,almost_sorted,merge_insertion,5,5,10.9544
37900,almost_sorted,merge_insertion,10,5,9.87138
37900,almost_sorted,merge_insertion,15,5,10.2839
37900,almost_sorted,merge_insertion,20,5,9.4892
37900,almost_sorted,merge_insertion,30,5,9.41432
37900,almost_sorted,merge_insertion,50,5,8.5806
38000,random,merge,0,5,19.6358
38000,random,merge_insertion,5,5,17.1294
38000,random,merge_insertion,10,5,16.9428
38000,random,merge_insertion,15,5,16.7268
38000,random,merge_insertion,20,5,16.2066
38000,random,merge_insertion,30,5,16.6972
38000,random,merge_insertion,50,5,17.1363
38000,reversed,merge,0,5,12.2562
38000,reversed,merge_insertion,5,5,10.3077
38000,reversed,merge_insertion,10,5,10.0362
38000,reversed,merge_insertion,15,5,9.6344
38000,reversed,merge_insertion,20,5,10.812
38000,reversed,merge_insertion,30,5,10.6664
38000,reversed,merge_insertion,50,5,12.7792
38000,almost_sorted,merge,0,5,12.5832
38000,almost_sorted,merge_insertion,5,5,11.0578
38000,almost_sorted,merge_insertion,10,5,9.94662
38000,almost_sorted,merge_insertion,15,5,9.96316
38000,almost_sorted,merge_insertion,20,5,9.32692
38000,almost_sorted,merge_insertion,30,5,9.60868
38000,almost_sorted,merge_insertion,50,5,8.79
38100,random,merge,0,5,19.1094
38100,random,merge_insertion,5,5,17.3949
38100,random,merge_insertion,10,5,16.8436
38100,random,merge_insertion,15,5,16.5741
38100,random,merge_insertion,20,5,16.3854
38100,random,merge_insertion,30,5,16.6268
38100,random,merge_insertion,50,5,16.872
38100,reversed,merge,0,5,11.6212
38100,reversed,merge_insertion,5,5,10.5276
38100,reversed,merge_insertion,10,5,9.77668
38100,reversed,merge_insertion,15,5,9.75068
38100,reversed,merge_insertion,20,5,10.8335
38100,reversed,merge_insertion,30,5,10.7483
38100,reversed,merge_insertion,50,5,13.8384
38100,almost_sorted,merge,0,5,12.7061
38100,almost_sorted,merge_insertion,5,5,10.8409
38100,almost_sorted,merge_insertion,10,5,10.4797
38100,almost_sorted,merge_insertion,15,5,10.3729
38100,almost_sorted,merge_insertion,20,5,9.70358
38100,almost_sorted,merge_insertion,30,5,9.73576
38100,almost_sorted,merge_insertion,50,5,8.72006
38200,random,merge,0,5,19.7373
38200,random,merge_insertion,5,5,17.7797
38200,random,merge_insertion,10,5,15.3187
38200,random,merge_insertion,15,5,17.5213
38200,random,merge_insertion,20,5,16.5456
38200,random,merge_insertion,30,5,16.8133
38200,random,merge_insertion,50,5,17.1895
38200,reversed,merge,0,5,11.953
38200,reversed,merge_insertion,5,5,10.5151
38200,reversed,merge_insertion,10,5,9.77554
38200,reversed,merge_insertion,15,5,9.94254
38200,reversed,merge_insertion,20,5,10.7151
38200,reversed,merge_insertion,30,5,10.5312
38200,reversed,merge_insertion,50,5,13.4676
38200,almost_sorted,merge,0,5,12.1184
38200,almost_sorted,merge_insertion,5,5,10.6949
38200,almost_sorted,merge_insertion,10,5,9.21428
38200,almost_sorted,merge_insertion,15,5,8.62184
38200,almost_sorted,merge_insertion,20,5,8.89562
38200,almost_sorted,merge_insertion,30,5,7.89112
38200,almost_sorted,merge_insertion,50,5,8.77324
38300,random,merge,0,5,18.9939
38300,random,merge_insertion,5,5,17.7004
38300,random,merge_insertion,10,5,17.6512
38300,random,merge_insertion,15,5,17.1845
38300,random,merge_insertion,20,5,17.0067
38300,random,merge_insertion,30,5,16.6903
38300,random,merge_insertion,50,5,18.0479
38300,reversed,merge,0,5,12.1797
38300,reversed,merge_insertion,5,5,7.41838
38300,reversed,merge_insertion,10,5,7.02592
38300,reversed,merge_insertion,15,5,10.5603
38300,reversed,merge_insertion,20,5,10.6724
38300,reversed,merge_insertion,30,5,11.1286
38300,reversed,merge_insertion,50,5,13.4791
38300,almost_sorted,merge,0,5,13.1349
38300,almost_sorted,merge_insertion,5,5,10.6646
38300,almost_sorted,merge_insertion,10,5,10.3484
38300,almost_sorted,merge_insertion,15,5,10.2697
38300,almost_sorted,merge_insertion,20,5,9.46256
38300,almost_sorted,merge_insertion,30,5,9.55826
38300,almost_sorted,merge_insertion,50,5,9.07834
38400,random,merge,0,5,19.2693
38400,random,merge_insertion,5,5,17.5715
38400,random,merge_insertion,10,5,17.1616
38400,random,merge_insertion,15,5,17.0224
38400,random,merge_insertion,20,5,17.1663
38400,random,merge_insertion,30,5,16.0439
38400,random,merge_insertion,50,5,17.0901
38400,reversed,merge,0,5,10.7691
38400,reversed,merge_insertion,5,5,10.8889
38400,reversed,merge_insertion,10,5,9.95658
38400,reversed,merge_insertion,15,5,9.94704
38400,reversed,merge_insertion,20,5,10.9091
38400,reversed,merge_insertion,30,5,10.43
38400,reversed,merge_insertion,50,5,14.1272
38400,almost_sorted,merge,0,5,12.9464
38400,almost_sorted,merge_insertion,5,5,10.996
38400,almost_sorted,merge_insertion,10,5,9.24742
38400,almost_sorted,merge_insertion,15,5,10.4144
38400,almost_sorted,merge_insertion,20,5,9.25798
38400,almost_sorted,merge_insertion,30,5,9.76318
38400,almost_sorted,merge_insertion,50,5,8.8642
38500,random,merge,0,5,20.4536
38500,random,merge_insertion,5,5,15.4275
38500,random,merge_insertion,10,5,17.6674
38500,random,merge_insertion,15,5,16.4595
38500,random,merge_insertion,20,5,16.5536
38500,random,merge_insertion,30,5,17.5202
38500,random,merge_insertion,50,5,18.2287
38500,reversed,merge,0,5,12.0395
38500,reversed,merge_insertion,5,5,10.4697
38500,reversed,merge_insertion,10,5,9.59666
38500,reversed,merge_insertion,15,5,10.489
38500,reversed,merge_insertion,20,5,10.661
38500,reversed,merge_insertion,30,5,10.5345
38500,reversed,merge_insertion,50,5,13.5797
38500,almost_sorted,merge,0,5,12.6379
38500,almost_sorted,merge_insertion,5,5,11.2087
38500,almost_sorted,merge_insertion,10,5,10.6967
38500,almost_sorted,merge_insertion,15,5,10.1496
38500,almost_sorted,merge_insertion,20,5,9.64026
38500,almost_sorted,merge_insertion,30,5,9.39842
38500,almost_sorted,merge_insertion,50,5,7.3658
38600,random,merge,0,5,19.2868
38600,random,merge_insertion,5,5,16.0379
38600,random,merge_insertion,10,5,16.8149
38600,random,merge_insertion,15,5,16.3625
38600,random,merge_insertion,20,5,15.0031
38600,random,merge_insertion,30,5,16.9369
38600,random,merge_insertion,50,5,17.0824
38600,reversed,merge,0,5,11.7334
38600,reversed,merge_insertion,5,5,10.4179
38600,reversed,merge_insertion,10,5,10.1149
38600,reversed,merge_insertion,15,5,10.5485
38600,reversed,merge_insertion,20,5,10.5829
38600,reversed,merge_insertion,30,5,11.5149
38600,reversed,merge_insertion,50,5,14.2022
38600,almost_sorted,merge,0,5,11.2668
38600,almost_sorted,merge_insertion,5,5,10.4376
38600,almost_sorted,merge_insertion,10,5,9.87462
38600,almost_sorted,merge_insertion,15,5,8.82188
38600,almost_sorted,merge_insertion,20,5,9.51838
38600,almost_sorted,merge_insertion,30,5,9.15414
38600,almost_sorted,merge_insertion,50,5,8.8219
38700,random,merge,0,5,19.9085
38700,random,merge_insertion,5,5,17.2099
38700,random,merge_insertion,10,5,17.5394
38700,random,merge_insertion,15,5,16.1621
38700,random,merge_insertion,20,5,15.5882
38700,random,merge_insertion,30,5,16.8982
38700,random,merge_insertion,50,5,17.3266
38700,reversed,merge,0,5,12.5519
38700,reversed,merge_insertion,5,5,9.88338
38700,reversed,merge_insertion,10,5,9.19606
38700,reversed,merge_insertion,15,5,10.2381
38700,reversed,merge_insertion,20,5,11.2018
38700,reversed,merge_insertion,30,5,11.0399
38700,reversed,merge_insertion,50,5,14.1071
38700,almost_sorted,merge,0,5,13.5712
38700,almost_sorted,merge_insertion,5,5,11.2414
38700,almost_sorted,merge_insertion,10,5,10.163
38700,almost_sorted,merge_insertion,15,5,10.7004
38700,almost_sorted,merge_insertion,20,5,9.6321
38700,almost_sorted,merge_insertion,30,5,10.1016
38700,almost_sorted,merge_insertion,50,5,9.01714
38800,random,merge,0,5,19.4798
38800,random,merge_insertion,5,5,17.3634
38800,random,merge_insertion,10,5,17.5905
38800,random,merge_insertion,15,5,17.1732
38800,random,merge_insertion,20,5,16.3488
38800,random,merge_insertion,30,5,17.4666
38800,random,merge_insertion,50,5,17.2688
38800,reversed,merge,0,5,12.103
38800,reversed,merge_insertion,5,5,10.8862
38800,reversed,merge_insertion,10,5,10.1481
38800,reversed,merge_insertion,15,5,10.2995
38800,reversed,merge_insertion,20,5,10.9475
38800,reversed,merge_insertion,30,5,10.9043
38800,reversed,merge_insertion,50,5,14.4197
38800,almost_sorted,merge,0,5,11.2623
38800,almost_sorted,merge_insertion,5,5,10.8657
38800,almost_sorted,merge_insertion,10,5,9.96206
38800,almost_sorted,merge_insertion,15,5,9.72132
38800,almost_sorted,merge_insertion,20,5,9.03722
38800,almost_sorted,merge_insertion,30,5,9.36452
38800,almost_sorted,merge_insertion,50,5,8.90594
38900,random,merge,0,5,16.8798
38900,random,merge_insertion,5,5,15.7255
38900,random,merge_insertion,10,5,15.3743
38900,random,merge_insertion,15,5,16.4397
38900,random,merge_insertion,20,5,15.0017
38900,random,merge_insertion,30,5,16.4716
38900,random,merge_insertion,50,5,17.4795
38900,reversed,merge,0,5,12.2539
38900,reversed,merge_insertion,5,5,10.5706
38900,reversed,merge_insertion,10,5,9.37594
38900,reversed,merge_insertion,15,5,10.2301
38900,reversed,merge_insertion,20,5,11.673
38900,reversed,merge_insertion,30,5,11.0446
38900,reversed,merge_insertion,50,5,14.3976
38900,almost_sorted,merge,0,5,12.861
38900,almost_sorted,merge_insertion,5,5,8.13098
38900,almost_sorted,merge_insertion,10,5,10.6039
38900,almost_sorted,merge_insertion,15,5,10.7619
38900,almost_sorted,merge_insertion,20,5,10.311
38900,almost_sorted,merge_insertion,30,5,9.58566
38900,almost_sorted,merge_insertion,50,5,9.0512
39000,random,merge,0,5,19.3264
39000,random,merge_insertion,5,5,17.9617
39000,random,merge_insertion,10,5,16.8903
39000,random,merge_insertion,15,5,16.4662
39000,random,merge_insertion,20,5,16.4417
39000,random,merge_insertion,30,5,16.6508
39000,random,merge_insertion,50,5,16.7129
39000,reversed,merge,0,5,12.7697
39000,reversed,merge_insertion,5,5,10.6482
39000,reversed,merge_insertion,10,5,10.1065
39000,reversed,merge_insertion,15,5,10.8626
39000,reversed,merge_insertion,20,5,11.1796
39000,reversed,merge_insertion,30,5,11.4434
39000,reversed,merge_insertion,50,5,14.3992
39000,almost_sorted,merge,0,5,12.2929
39000,almost_sorted,merge_insertion,5,5,10.808
39000,almost_sorted,merge_insertion,10,5,10.7666
39000,almost_sorted,merge_insertion,15,5,10.3443
39000,almost_sorted,merge_insertion,20,5,9.59624
39000,almost_sorted,merge_insertion,30,5,9.67322
39000,almost_sorted,merge_insertion,50,5,8.9586
39100,random,merge,0,5,18.8929
39100,random,merge_insertion,5,5,18.223
39100,random,merge_insertion,10,5,17.1101
39100,random,merge_insertion,15,5,17.1502
39100,random,merge_insertion,20,5,17.1214
39100,random,merge_insertion,30,5,17.448
39100,random,merge_insertion,50,5,17.861
39100,reversed,merge,0,5,12.524
39100,reversed,merge_insertion,5,5,9.50558
39100,reversed,merge_insertion,10,5,9.5081
39100,reversed,merge_insertion,15,5,10.5061
39100,reversed,merge_insertion,20,5,11.4582
39100,reversed,merge_insertion,30,5,11.2331
39100,reversed,merge_insertion,50,5,14.3164
39100,almost_sorted,merge,0,5,11.3593
39100,almost_sorted,merge_insertion,5,5,8.48602
39100,almost_sorted,merge_insertion,10,5,8.33494
39100,almost_sorted,merge_insertion,15,5,9.85478
39100,almost_sorted,merge_insertion,20,5,9.72012
39100,almost_sorted,merge_insertion,30,5,8.89286
39100,almost_sorted,merge_insertion,50,5,9.5298
39200,random,merge,0,5,19.6558
39200,random,merge_insertion,5,5,17.075
39200,random,merge_insertion,10,5,17.5783
39200,random,merge_insertion,15,5,17.7358
39200,random,merge_insertion,20,5,17.4344
39200,random,merge_insertion,30,5,16.6603
39200,random,merge_insertion,50,5,17.1501
39200,reversed,merge,0,5,13.031
39200,reversed,merge_insertion,5,5,10.8454
39200,reversed,merge_insertion,10,5,10.321
39200,reversed,merge_insertion,15,5,10.5153
39200,reversed,merge_insertion,20,5,10.7221
39200,reversed,merge_insertion,30,5,11.6306
39200,reversed,merge_insertion,50,5,13.9232
39200,almost_sorted,merge,0,5,12.466
39200,almost_sorted,merge_insertion,5,5,11.2807
39200,almost_sorted,merge_insertion,10,5,10.6276
39200,almost_sorted,merge_insertion,15,5,10.5654
39200,almost_sorted,merge_insertion,20,5,10.1891
39200,almost_sorted,merge_insertion,30,5,9.94966
39200,almost_sorted,merge_insertion,50,5,9.1692
39300,random,merge,0,5,20.0672
39300,random,merge_insertion,5,5,17.9501
39300,random,merge_insertion,10,5,17.8227
39300,random,merge_insertion,15,5,16.3782
39300,random,merge_insertion,20,5,17.0166
39300,random,merge_insertion,30,5,16.9028
39300,random,merge_insertion,50,5,17.8759
39300,reversed,merge,0,5,12.398
39300,reversed,merge_insertion,5,5,11.2
39300,reversed,merge_insertion,10,5,10.5167
39300,reversed,merge_insertion,15,5,10.3241
39300,reversed,merge_insertion,20,5,11.1156
39300,reversed,merge_insertion,30,5,11.6772
39300,reversed,merge_insertion,50,5,14.0555
39300,almost_sorted,merge,0,5,13.1497
39300,almost_sorted,merge_insertion,5,5,11.3276
39300,almost_sorted,merge_insertion,10,5,10.0677
39300,almost_sorted,merge_insertion,15,5,10.6425
39300,almost_sorted,merge_insertion,20,5,9.63004
39300,almost_sorted,merge_insertion,30,5,8.77198
39300,almost_sorted,merge_insertion,50,5,8.76578
39400,random,merge,0,5,20.1707
39400,random,merge_insertion,5,5,17.1771
39400,random,merge_insertion,10,5,18.5152
39400,random,merge_insertion,15,5,17.1905
39400,random,merge_insertion,20,5,17.3103
39400,random,merge_insertion,30,5,17.4993
39400,random,merge_insertion,50,5,18.3067
39400,reversed,merge,0,5,12.8897
39400,reversed,merge_insertion,5,5,10.6477
39400,reversed,merge_insertion,10,5,10.1693
39400,reversed,merge_insertion,15,5,10.6105
39400,reversed,merge_insertion,20,5,11.5281
39400,reversed,merge_insertion,30,5,10.1592
39400,reversed,merge_insertion,50,5,14.3815
39400,almost_sorted,merge,0,5,13.0467
39400,almost_sorted,merge_insertion,5,5,10.1482
39400,almost_sorted,merge_insertion,10,5,8.51372
39400,almost_sorted,merge_insertion,15,5,10.8888
39400,almost_sorted,merge_insertion,20,5,10.0082
39400,almost_sorted,merge_insertion,30,5,9.85634
39400,almost_sorted,merge_insertion,50,5,8.481
39500,random,merge,0,5,20.4814
39500,random,merge_insertion,5,5,18.4522
39500,random,merge_insertion,10,5,18.5281
39500,random,merge_insertion,15,5,17.6982
39500,random,merge_insertion,20,5,17.6414
39500,random,merge_insertion,30,5,16.9267
39500,random,merge_insertion,50,5,18.2556
39500,reversed,merge,0,5,12.7863
39500,reversed,merge_insertion,5,5,11.0923
39500,reversed,merge_insertion,10,5,10.4288
39500,reversed,merge_insertion,15,5,10.955
39500,reversed,merge_insertion,20,5,10.8904
39500,reversed,merge_insertion,30,5,10.0378
39500,reversed,merge_insertion,50,5,13.0613
39500,almost_sorted,merge,0,5,12.4816
39500,almost_sorted,merge_insertion,5,5,11.29
39500,almost_sorted,merge_insertion,10,5,9.06574
39500,almost_sorted,merge_insertion,15,5,10.5783
39500,almost_sorted,merge_insertion,20,5,9.42244
39500,almost_sorted,merge_insertion,30,5,9.51348
39500,almost_sorted,merge_insertion,50,5,8.75058
39600,random,merge,0,5,18.7959
39600,random,merge_insertion,5,5,19.3009
39600,random,merge_insertion,10,5,17.5796
39600,random,merge_insertion,15,5,17.7061
39600,random,merge_insertion,20,5,17.5934
39600,random,merge_insertion,30,5,16.9571
39600,random,merge_insertion,50,5,15.8327
39600,reversed,merge,0,5,12.1685
39600,reversed,merge_insertion,5,5,10.41
39600,reversed,merge_insertion,10,5,9.32088
39600,reversed,merge_insertion,15,5,9.2396
39600,reversed,merge_insertion,20,5,10.8046
39600,reversed,merge_insertion,30,5,10.1922
39600,reversed,merge_insertion,50,5,10.0479
39600,almost_sorted,merge,0,5,12.3317
39600,almost_sorted,merge_insertion,5,5,10.0797
39600,almost_sorted,merge_insertion,10,5,9.49992
39600,almost_sorted,merge_insertion,15,5,10.1573
39600,almost_sorted,merge_insertion,20,5,8.9146
39600,almost_sorted,merge_insertion,30,5,9.15726
39600,almost_sorted,merge_insertion,50,5,8.98006
39700,random,merge,0,5,18.6514
39700,random,merge_insertion,5,5,17.4346
39700,random,merge_insertion,10,5,16.31
39700,random,merge_insertion,15,5,16.0701
39700,random,merge_insertion,20,5,15.9234
39700,random,merge_insertion,30,5,16.3539
39700,random,merge_insertion,50,5,14.4104
39700,reversed,merge,0,5,10.0356
39700,reversed,merge_insertion,5,5,10.1932
39700,reversed,merge_insertion,10,5,10.6639
39700,reversed,merge_insertion,15,5,10.3479
39700,reversed,merge_insertion,20,5,11.0566
39700,reversed,merge_insertion,30,5,10.9291
39700,reversed,merge_insertion,50,5,13.1508
39700,almost_sorted,merge,0,5,13.1344
39700,almost_sorted,merge_insertion,5,5,11.2153
39700,almost_sorted,merge_insertion,10,5,10.831
39700,almost_sorted,merge_insertion,15,5,10.6391
39700,almost_sorted,merge_insertion,20,5,9.83926
39700,almost_sorted,merge_insertion,30,5,8.93024
39700,almost_sorted,merge_insertion,50,5,8.82558
39800,random,merge,0,5,19.8028
39800,random,merge_insertion,5,5,16.407
39800,random,merge_insertion,10,5,17.5169
39800,random,merge_insertion,15,5,17.155
39800,random,merge_insertion,20,5,17.7595
39800,random,merge_insertion,30,5,16.5298
39800,random,merge_insertion,50,5,18.686
39800,reversed,merge,0,5,12.7952
39800,reversed,merge_insertion,5,5,10.4367
39800,reversed,merge_insertion,10,5,10.6687
39800,reversed,merge_insertion,15,5,10.9326
39800,reversed,merge_insertion,20,5,11.8632
39800,reversed,merge_insertion,30,5,10.7642
39800,reversed,merge_insertion,50,5,13.2183
39800,almost_sorted,merge,0,5,13.0568
39800,almost_sorted,merge_insertion,5,5,10.5064
39800,almost_sorted,merge_insertion,10,5,11.3513
39800,almost_sorted,merge_insertion,15,5,10.5139
39800,almost_sorted,merge_insertion,20,5,9.61114
39800,almost_sorted,merge_insertion,30,5,9.56696
39800,almost_sorted,merge_insertion,50,5,9.21096
39900,random,merge,0,5,18.2812
39900,random,merge_insertion,5,5,18.0046
39900,random,merge_insertion,10,5,16.3155
39900,random,merge_insertion,15,5,16.67
39900,random,merge_insertion,20,5,17.1081
39900,random,merge_insertion,30,5,17.2485
39900,random,merge_insertion,50,5,17.516
39900,reversed,merge,0,5,12.608
39900,reversed,merge_insertion,5,5,10.5997
39900,reversed,merge_insertion,10,5,10.2001
39900,reversed,merge_insertion,15,5,9.66166
39900,reversed,merge_insertion,20,5,11.0136
39900,reversed,merge_insertion,30,5,10.5348
39900,reversed,merge_insertion,50,5,13.8274
39900,almost_sorted,merge,0,5,13.0145
39900,almost_sorted,merge_insertion,5,5,10.4896
39900,almost_sorted,merge_insertion,10,5,10.6904
39900,almost_sorted,merge_insertion,15,5,9.63854
39900,almost_sorted,merge_insertion,20,5,9.52512
39900,almost_sorted,merge_insertion,30,5,9.17878
39900,almost_sorted,merge_insertion,50,5,8.91446
40000,random,merge,0,5,18.8259
40000,random,merge_insertion,5,5,17.3974
40000,random,merge_insertion,10,5,17.2591
40000,random,merge_insertion,15,5,17.602
40000,random,merge_insertion,20,5,17.3852
40000,random,merge_insertion,30,5,17.3674
40000,random,merge_insertion,50,5,18.5615
40000,reversed,merge,0,5,12.8213
40000,reversed,merge_insertion,5,5,10.3849
40000,reversed,merge_insertion,10,5,10.5955
40000,reversed,merge_insertion,15,5,10.8257
40000,reversed,merge_insertion,20,5,11.2834
40000,reversed,merge_insertion,30,5,10.5637
40000,reversed,merge_insertion,50,5,13.4775
40000,almost_sorted,merge,0,5,12.3683
40000,almost_sorted,merge_insertion,5,5,11.0016
40000,almost_sorted,merge_insertion,10,5,10.0648
40000,almost_sorted,merge_insertion,15,5,10.3995
40000,almost_sorted,merge_insertion,20,5,9.89368
40000,almost_sorted,merge_insertion,30,5,10.1228
40000,almost_sorted,merge_insertion,50,5,8.16058
40100,random,merge,0,5,19.9773
40100,random,merge_insertion,5,5,18.478
40100,random,merge_insertion,10,5,18.4347
40100,random,merge_insertion,15,5,17.1773
